configsversionstring,configversion,deltamediaversionstring,device,endlatitude,endlocaltime,endlongitude,endodometer,filedate,filetimeutc,firmwareversionstring,fullmediaversionstring,key,numbsmtx,numcanoutages,numgnssoutages,numinforms,numintersectionencounters,numnormalbsmrx,numshadowbsmrx,numspatrx,numwarnings,pluginsversionstring,startlatitude,startlocaltime,startlongitude,startodometer,storageused,swversionmaj,swversionmin,totalstorageondevice,utctime,uuid
,0,,101735,40.09034625111362,61261005,-83.01641156627286,12572964,20200606,165907,,,eyJkZXZpY2UiOjEwMTczNSwidXRjdGltZSI6MTU5MTQ2Mjc0NzM5Nn0=,1052,3,0,0,0,0,0,0,0,,40.09077542440147,61147396,-83.02075555411886,-1000,,2,3,,1591462747396,de0aba06ca6fbb0373a57d6c1f335fbb
,0,,100336,40.10253041963486,61863499,-83.16336472772029,26664925,20200606,170100,,,eyJkZXZpY2UiOjEwMDMzNiwidXRjdGltZSI6MTU5MTQ2Mjg2MDQ0MX0=,5948,5,0,0,1,0,0,1782,0,,40.08484937195342,61260941,-83.15759371533187,-1000,,2,3,,1591462860441,37486ddf6aa8f46d078116bd7bcfdfa1
,0,,100618,40.09796699748372,62116418,-83.0864322015529,60891824,20200606,170208,,,eyJkZXZpY2UiOjEwMDYxOCwidXRjdGltZSI6MTU5MTQ2MjkyODk0MX0=,7782,3,0,0,-1,0,0,0,0,,40.118287359813685,61329540,-83.08991778750033,-1000,,2,4,,1591462928941,6cf29ec80b33ec0fea2a20ec6bfff94a
,0,,101735,40.09076279303619,61748141,-83.02075726722403,12573964,20200606,170337,,,eyJkZXZpY2UiOjEwMTczNSwidXRjdGltZSI6MTU5MTQ2MzAxNzgxMX0=,3215,3,0,0,0,0,0,0,0,,40.09034625111362,61417811,-83.01641156627286,-1000,,2,3,,1591463017811,b2a6a0a7a514ede17b08820c3a8550ac
,0,,103494,200.0,61548355,200.0,-1000,20200606,170507,,,eyJkZXZpY2UiOjEwMzQ5NCwidXRjdGltZSI6MTU5MTQ2MzEwNzg1M30=,0,16,0,0,-1,0,0,0,0,,200.0,61507853,200.0,-1000,,2,4,,1591463107853,4c3bd92bf648880e67700ce77a34a260
,0,,101673,40.1957949755167,62497243,-83.16396291299226,-1000,20200606,170709,,,eyJkZXZpY2UiOjEwMTY3MywidXRjdGltZSI6MTU5MTQ2MzIyOTU1NH0=,10961,15,0,0,0,0,0,0,0,,40.193272157104296,61630054,-83.0973375610976,-1000,,2,2,,1591463229554,1b5d98cdbe337d9bef728f0d4ea5ad6a
,0,,102701,40.263217334899224,62149609,-83.37423494036496,285820192,20200606,170926,,,eyJkZXZpY2UiOjEwMjcwMSwidXRjdGltZSI6MTU5MTQ2MzM2NjY3NX0=,5443,13,0,0,0,0,0,9192,0,,40.233462883154836,61767273,-83.32150477615616,-1000,,2,2,,1591463366675,da884d89fb55282b2e33fb2de813326f
,0,,100810,40.27427717346616,62781840,-83.06951179231218,-1000,20200606,172239,,,eyJkZXZpY2UiOjEwMDgxMCwidXRjdGltZSI6MTU5MTQ2NDE1OTI1NX0=,1945,19,0,0,0,0,0,0,0,,200.0,62559255,200.0,-1000,,2,2,,1591464159255,7d733b37802c28cd0c6dd5cf4e2bb7ad
,0,,102429,40.05436289766155,63046457,-83.06944476863346,-1000,20200606,172736,,,eyJkZXZpY2UiOjEwMjQyOSwidXRjdGltZSI6MTU5MTQ2NDQ1NjIxOX0=,1197,17,0,0,0,0,0,0,0,,40.05635616691854,62920645,-83.06199595283066,-1000,,2,2,,1591464456219,74b12909558ba03c4f612d9c59674859
,0,,100618,40.09925833268874,63325538,-83.09768866684449,-1000,20200606,173327,,,eyJkZXZpY2UiOjEwMDYxOCwidXRjdGltZSI6MTU5MTQ2NDgwNzYyOH0=,2506,4,1,0,-1,0,0,347,0,,40.09796699748372,63208227,-83.0864322015529,-1000,,2,4,,1591464807628,a7e6f8c18da4a95f1331d55a6f30325e
,0,,100810,40.266255678452616,63584936,-83.07230027495783,-1000,20200606,173532,,,eyJkZXZpY2UiOjEwMDgxMCwidXRjdGltZSI6MTU5MTQ2NDkzMjkxM30=,2423,16,0,0,0,0,0,0,0,,40.274276173466156,63333511,-83.06951079231213,-1000,,2,2,,1591464932913,0f8866972cba69047bf4ed993104b65a
,0,,100336,40.08192759259127,64521200,-83.15639592401165,26667923,20200606,173603,,,eyJkZXZpY2UiOjEwMDMzNiwidXRjdGltZSI6MTU5MTQ2NDk2Mzg4NH0=,11490,5,0,0,10,5549,0,9021,0,,40.10253041963486,63364384,-83.16336472772029,-1000,,2,3,,1591464963884,e7010ee3f93f182e40be9be9a6b80dd2
,0,,102394,40.156446352024936,64499726,-83.03899216465052,14744958,20200606,173902,,,eyJkZXZpY2UiOjEwMjM5NCwidXRjdGltZSI6MTU5MTQ2NTE0MjUzMn0=,11523,5,0,0,0,0,0,0,0,,40.08542555792004,63543032,-83.09006851220413,-1000,,2,3,,1591465142532,cdbead535a7d52b5c5a09b358f1cba67
,0,,101860,40.028912091082745,63818987,-83.14269999426261,0,20200606,174054,,,eyJkZXZpY2UiOjEwMTg2MCwidXRjdGltZSI6MTU5MTQ2NTI1NDM3M30=,1001,11,0,0,0,0,0,0,0,,200.0,63654373,200.0,-1000,,2,2,,1591465254373,e04a2ca5f057321a7a7001142ebf94ef
,0,,102645,40.089288852685975,63843468,-83.15617347646327,12837963,20200606,174223,,,eyJkZXZpY2UiOjEwMjY0NSwidXRjdGltZSI6MTU5MTQ2NTM0MzI1Nn0=,917,5,0,0,0,0,0,0,0,,40.089288852685975,63743256,-83.15617347646327,-1000,,2,3,,1591465343256,1fa93e000e5268f4d98a23e1b8d30384
,0,,101392,40.10427911533505,64450925,-83.16256384467783,-1000,20200606,174750,,,eyJkZXZpY2UiOjEwMTM5MiwidXRjdGltZSI6MTU5MTQ2NTY3MDg5Mn0=,3120,14,0,0,0,438,0,700,0,,200.0,64070892,200.0,-1000,,2,3,,1591465670892,6d162df6a8bc8011aaffbe6160d76ccc
,0,,101860,40.028912091082745,64586834,-83.14269999426261,0,20200606,174956,,,eyJkZXZpY2UiOjEwMTg2MCwidXRjdGltZSI6MTU5MTQ2NTc5NjIwMn0=,3854,11,0,0,0,0,0,0,0,,40.028912091082745,64196202,-83.14269999426261,-1000,,2,2,,1591465796202,8d03a2530fad50d8e5fc1cd25efbbcfe
,0,,102429,40.056203625878695,65633811,-83.06034300511422,-1000,20200606,175422,,,eyJkZXZpY2UiOjEwMjQyOSwidXRjdGltZSI6MTU5MTQ2NjA2MjU5M30=,11440,58,0,0,0,0,0,0,0,,40.05437406432821,64462593,-83.06945076863542,-1000,,2,2,,1591466062593,1365394856862daa4ae55a297697ac77
,0,,100336,40.08225035533954,64629007,-83.15577782091893,26667923,20200606,175655,,,eyJkZXZpY2UiOjEwMDMzNiwidXRjdGltZSI6MTU5MTQ2NjIxNTI5MX0=,50,5,0,0,0,0,0,0,0,,40.08192759259127,64615291,-83.15639592401165,-1000,,2,3,,1591466215291,92bb9f50e007d9d1b3f25a3e665663f4
,0,,100810,40.2679484492849,64873363,-83.07027880577384,-1000,20200606,175836,,,eyJkZXZpY2UiOjEwMDgxMCwidXRjdGltZSI6MTU5MTQ2NjMxNjU0OX0=,3054,15,0,0,0,0,0,0,0,,40.26625584511926,64717148,-83.07230077495787,-1000,,2,2,,1591466316549,6b21bf01f5e6b524e9918f118cb32993
,0,,102645,40.08329728969008,66032814,-82.92681232126755,12862963,20200606,180101,,,eyJkZXZpY2UiOjEwMjY0NSwidXRjdGltZSI6MTU5MTQ2NjQ2MTcwNX0=,11626,5,0,0,1,0,0,2755,0,,40.09832010632261,65086123,-83.15623672894432,-1000,,2,3,,1591466461705,71f1f42fce0c51e5bc3e0dc5bc35643a
,0,,102394,40.16442946377023,65491081,-83.02218285540992,14746957,20200606,180520,,,eyJkZXZpY2UiOjEwMjM5NCwidXRjdGltZSI6MTU5MTQ2NjcyMDI0MH0=,3634,5,0,0,0,0,0,0,0,,40.15869533582896,65120240,-83.02712307574076,-1000,,2,3,,1591466720240,b58c292dd3cd90dfd8844634bb673575
,0,,101589,40.15679010623772,66808124,-83.17428738306923,35826897,20200606,180935,,,eyJkZXZpY2UiOjEwMTU4OSwidXRjdGltZSI6MTU5MTQ2Njk3NTYyOX0=,15349,29,0,0,0,154,0,1,0,,40.10153385984955,65398084,-83.08961931691918,-1000,,2,3,,1591466975629,07840ecba35a5e0446941e6ab6f0a8c0
,0,,101392,40.11309334157752,65735526,-83.14882761364476,-1000,20200606,181045,,,eyJkZXZpY2UiOjEwMTM5MiwidXRjdGltZSI6MTU5MTQ2NzA0NTE5OX0=,2783,5,0,0,0,0,0,782,0,,40.10428628200174,65445199,-83.16256884467835,-1000,,2,3,,1591467045199,08e3e0b9e1b013af7fa5ac106f846bf4
,0,,103443,40.098943034591,66102582,-83.10384061469075,14281958,20200606,181142,,,eyJkZXZpY2UiOjEwMzQ0MywidXRjdGltZSI6MTU5MTQ2NzEwMjc1M30=,5139,5,0,0,0,0,0,178,0,,40.122006838864436,65584530,-83.13664092036932,-1000,,2,3,,1591467102753,8b7ba033c06481cf4129edd7bb49f605
,0,,100614,40.12818189706815,67006059,-83.07819780910614,-1000,20200606,181342,,,eyJkZXZpY2UiOjEwMDYxNCwidXRjdGltZSI6MTU5MTQ2NzIyMjUwMX0=,0,17,0,0,0,0,0,0,0,,40.060715796277975,65838837,-83.16055001650874,-1000,,2,2,,1591467222501,bb3591191e9dae3fe58f254935a0019f
,0,,101860,40.028827327323874,67177553,-83.14263518855299,0,20200606,181624,,,eyJkZXZpY2UiOjEwMTg2MCwidXRjdGltZSI6MTU5MTQ2NzM4NDYxMH0=,13877,11,0,0,0,0,0,0,0,,40.02884042441624,65784610,-83.14269299426266,-1000,,2,2,,1591467384610,effe19d44f647a89e776b607057c343f
,0,,102394,40.161584648756,66975336,-83.02162158909145,14747958,20200606,183324,,,eyJkZXZpY2UiOjEwMjM5NCwidXRjdGltZSI6MTU5MTQ2ODQwNDUxN30=,1624,5,0,0,0,0,0,0,0,,40.16442946377023,66804517,-83.02218285540992,-1000,,2,3,,1591468404517,b2e2a7333cbfdf86a575066ac1a8795f
,0,,103443,40.098407574632276,67480760,-83.10270933136833,14281958,20200606,184223,,,eyJkZXZpY2UiOjEwMzQ0MywidXRjdGltZSI6MTU5MTQ2ODk0MzY0OX0=,1291,5,0,0,0,0,0,0,0,,40.098943034591,67344247,-83.10384061469075,-1000,,2,3,,1591468943649,f630efc32b5cdad42bb7354728d55755
,0,,100614,40.056840706696256,69933383,-83.15276763814606,-1000,20200606,184655,,,eyJkZXZpY2UiOjEwMDYxNCwidXRjdGltZSI6MTU5MTQ2OTIxNTE0MH0=,0,39,0,0,0,0,0,0,0,,40.12818973040148,67615737,-83.07819464244048,-1000,,2,2,,1591469215140,360a151aabae10bc9f3fc81778c3ccc7
,0,,102394,40.15868550342576,67778315,-83.0271722180673,14748958,20200606,184848,,,eyJkZXZpY2UiOjEwMjM5NCwidXRjdGltZSI6MTU5MTQ2OTMyODQxMn0=,416,5,0,0,0,0,0,0,0,,40.161584648756,67728412,-83.02162158909145,-1000,,2,3,,1591469328412,6b0a0c221cc41e0fb6f3dba355547ec0
,0,,101113,40.15742800440157,68718616,-83.13415142301213,13852961,20200606,185540,,,eyJkZXZpY2UiOjEwMTExMywidXRjdGltZSI6MTU5MTQ2OTc0MDQ3Mn0=,5491,15,0,0,0,0,0,0,0,,40.18265467875989,68374788,-83.17318035911961,-1000,,2,2,,1591469740472,261d57a196de07b38de7b7b9e5d0a3e9
,0,,101589,40.11022036380953,68829443,-83.18835227793872,35838898,20200606,185607,,,eyJkZXZpY2UiOjEwMTU4OSwidXRjdGltZSI6MTU5MTQ2OTc2NzU4NH0=,6536,5,0,0,0,66,0,0,0,,40.16170062056837,68296589,-83.19224433606126,-1000,,2,3,,1591469767584,aa34a8a5b485469d2c558a4e7f1fc8af
,0,,103443,40.03088452560628,68550536,-83.12181834350814,14293959,20200606,190145,,,eyJkZXZpY2UiOjEwMzQ0MywidXRjdGltZSI6MTU5MTQ3MDEwNTIzOX0=,368,5,0,0,0,0,0,0,0,,40.098407574632276,68505831,-83.10270933136833,-1000,,2,3,,1591470105239,de28f60d6ee31bf5ccef0f3d0e961812
,0,,100968,40.057651580542874,70821683,-82.85241890076591,311382118,20200606,190224,,,eyJkZXZpY2UiOjEwMDk2OCwidXRjdGltZSI6MTU5MTQ3MDE0NDQyMH0=,22621,13,0,0,0,0,0,0,0,,40.06405527598178,68767685,-83.06816857303055,-1000,,2,2,,1591470144420,638848e4b693a2cbc9d9ab923bd9d7d0
,0,,102645,40.10068640614309,70595114,-83.09513778639459,12880963,20200606,192052,,,eyJkZXZpY2UiOjEwMjY0NSwidXRjdGltZSI6MTU5MTQ3MTI1MjAyNn0=,9344,5,0,0,0,652,0,0,0,,40.08329728969008,69652625,-82.92681232126755,-1000,,2,3,,1591471252026,9bfdc04a21f843dc95a249bb841940ce
,0,,102752,39.04449435335788,76395957,-82.93426584438218,26012925,20200606,192521,,,eyJkZXZpY2UiOjEwMjc1MiwidXRjdGltZSI6MTU5MTQ3MTUyMTQ1N30=,64560,3,0,0,0,0,0,246,0,,40.1537255764706,70131220,-83.23897697560822,-1000,,2,3,,1591471521457,e8cb98cf6ba57b661c28e4770080395b
,0,,101589,40.108809727849135,70361350,-83.1752492555788,35841897,20200606,192918,,,eyJkZXZpY2UiOjEwMTU4OSwidXRjdGltZSI6MTU5MTQ3MTc1ODgzMH0=,4688,5,0,0,0,0,0,76,0,,40.11022036380953,70159330,-83.18835227793872,-1000,,2,3,,1591471758830,855a2dceb38043742ba33b652b79e69d
,0,,101735,40.09076279303619,71155229,-83.02075726722403,12573964,20200606,193621,,,eyJkZXZpY2UiOjEwMTczNSwidXRjdGltZSI6MTU5MTQ3MjE4MTU3NX0=,5648,3,0,0,0,0,0,0,0,,40.09076279303619,70581575,-83.02075726722403,-1000,,2,3,,1591472181575,767e8832335eef0f0c061f597405dcb5
,0,,102394,40.16448527806832,70915478,-83.0230054153046,14751958,20200606,193647,,,eyJkZXZpY2UiOjEwMjM5NCwidXRjdGltZSI6MTU5MTQ3MjIwNzk0OH0=,2988,5,0,0,0,0,0,0,0,,40.15868550342576,70607948,-83.0271722180673,-1000,,2,3,,1591472207948,4254010b5f1b30df0a12b1c5a8902d09
,0,,101113,40.16017467047074,70842078,-83.13442395019426,13852961,20200606,193913,,,eyJkZXZpY2UiOjEwMTExMywidXRjdGltZSI6MTU5MTQ3MjM1MzU3NH0=,800,15,0,0,0,0,0,0,0,,40.15742800440157,70754171,-83.13415142301213,-1000,,2,2,,1591472353574,2e8fd2d35197974618943c5bec52e1f5
,0,,101113,40.16229688745467,71206579,-83.13636849256861,13852961,20200606,194509,,,eyJkZXZpY2UiOjEwMTExMywidXRjdGltZSI6MTU5MTQ3MjcwOTE3Mn0=,884,15,0,0,0,0,0,0,0,,40.16017467047074,71109771,-83.13442395019426,-1000,,2,2,,1591472709172,298c7a18112f8f9cc58e6fa22ee7591d
,0,,101735,40.29515768672829,73425542,-83.50670898492923,12633964,20200606,195107,,,eyJkZXZpY2UiOjEwMTczNSwidXRjdGltZSI6MTU5MTQ3MzA2NzM0N30=,22389,3,0,0,1,141,0,1958,0,,40.08940288002549,71611058,-83.03252351365398,-1000,,2,3,,1591473067347,a17e64a5966b4886cd32d16827b5d5d2
,0,,102645,40.084657629490806,72421384,-83.14437877030636,12888963,20200606,195530,,,eyJkZXZpY2UiOjEwMjY0NSwidXRjdGltZSI6MTU5MTQ3MzMzMDkxOX0=,7994,5,0,0,2,1015,0,3791,0,,40.10068640614309,71731518,-83.09513778639459,-1000,,2,3,,1591473330919,89a44a9c02d4fb00d945ae2b7b57bd15
,0,,101113,40.123951571399964,74119893,-83.0907100950869,13876960,20200606,195752,,,eyJkZXZpY2UiOjEwMTExMywidXRjdGltZSI6MTU5MTQ3MzQ3MjEwMX0=,22384,15,0,0,0,0,0,0,0,,40.16229688745467,71872699,-83.13636849256861,-1000,,2,2,,1591473472101,906ab337de3fbd7019082d91f5bc9f4d
,0,,103443,40.11306244378578,72871363,-83.15454848186859,14308959,20200606,200010,,,eyJkZXZpY2UiOjEwMzQ0MywidXRjdGltZSI6MTU5MTQ3MzYxMDM3N30=,11339,5,0,0,5,0,0,2693,0,,40.03088452560628,72010877,-83.12181834350814,-1000,,2,3,,1591473610377,667cfa7e88e214e7140fe8e466cd0a52
,0,,101589,40.15686511341622,72768016,-83.18478579856641,35849896,20200606,200453,,,eyJkZXZpY2UiOjEwMTU4OSwidXRjdGltZSI6MTU5MTQ3Mzg5MzM3Nn0=,5951,5,0,0,0,0,0,19,0,,40.108953569425495,72456185,-83.17522023601146,-1000,,2,3,,1591473893376,54d6c936b9245a48eeb68c5b0c62cb7d
,0,,102394,40.160762890974006,72625762,-83.02166165193641,14751958,20200606,200822,,,eyJkZXZpY2UiOjEwMjM5NCwidXRjdGltZSI6MTU5MTQ3NDEwMjU0OX0=,1146,5,0,0,0,0,0,0,0,,40.16448527806832,72502549,-83.0230054153046,-1000,,2,3,,1591474102549,ec3074e098029f6f12636883a5870ecc
,0,,100625,40.06414818938522,72927723,-83.14186624259165,-1000,20200606,201240,,,eyJkZXZpY2UiOjEwMDYyNSwidXRjdGltZSI6MTU5MTQ3NDM2MDY4MX0=,2835,28,0,0,0,0,0,0,0,,40.06391959759071,72922723,-83.14289025309392,-1000,,2,2,,1591474360681,aba0b65d546c59276ccd760274996391
,0,,102394,40.15867457584289,73145055,-83.02717048645745,14753957,20200606,201609,,,eyJkZXZpY2UiOjEwMjM5NCwidXRjdGltZSI6MTU5MTQ3NDU2OTYzNn0=,1668,5,0,0,0,0,0,0,0,,40.160762890974006,72969636,-83.02166165193641,-1000,,2,3,,1591474569636,b8872aabdb6f2505a078437b5dedb0c9
,0,,103540,40.18892266499489,75302638,-82.75721650012704,40844882,20200606,202115,,,eyJkZXZpY2UiOjEwMzU0MCwidXRjdGltZSI6MTU5MTQ3NDg3NTA0OX0=,21879,13,0,0,0,0,0,0,0,,39.99613316321267,73275635,-83.0526897947284,-1000,,2,0,,1591474875049,eff9240fc733ba09b4e74575f44d8a34
,0,,101084,40.09638207175303,74127296,-83.09259606634213,21594938,20200606,202735,,,eyJkZXZpY2UiOjEwMTA4NCwidXRjdGltZSI6MTU5MTQ3NTI1NTQwNH0=,4056,5,0,0,2,0,0,2922,0,,40.095990992375874,73717256,-83.12884930048003,-1000,,2,3,,1591475255404,0609e835f6689dd448b7028863cef671
,0,,101673,40.178897916114046,75820496,-83.17762501482186,-1000,20200606,202958,,,eyJkZXZpY2UiOjEwMTY3MywidXRjdGltZSI6MTU5MTQ3NTM5ODI1NH0=,18228,-2,0,0,0,142,0,1403,0,,40.17881324207884,73963006,-83.17766690416161,-1000,,2,2,,1591475398254,04f58328d6183ed477d171988de79064
,0,,100625,40.06401417905284,74394257,-83.14290323864326,-1000,20200606,203750,,,eyJkZXZpY2UiOjEwMDYyNSwidXRjdGltZSI6MTU5MTQ3NTg3MDY0Nn0=,2626,37,0,0,0,0,0,0,0,,40.064158605371865,74391256,-83.14225741876726,-1000,,2,2,,1591475870646,8145e2ba9163ad836ea958bc3394d475
,0,,102701,40.25910906123687,74563345,-83.37459200465484,285822178,20200606,203916,,,eyJkZXZpY2UiOjEwMjcwMSwidXRjdGltZSI6MTU5MTQ3NTk1NjI4NX0=,1846,13,0,0,0,0,0,4486,0,,40.26325934562093,74492239,-83.3743295026856,-1000,,2,2,,1591475956285,bf95729b257baed7e20d86d32176fd7a
,0,,102645,40.089200802686214,74388228,-83.1560209358261,12888963,20200606,203930,,,eyJkZXZpY2UiOjEwMjY0NSwidXRjdGltZSI6MTU5MTQ3NTk3MDUyMX0=,92,5,0,0,0,0,0,0,0,,40.089280671370524,74370521,-83.15616305969971,-1000,,2,3,,1591475970521,31adce99918afd0fb83cf5fd0ceb4a39
,0,,101113,40.182682386793374,76251165,-83.17313329923469,13891961,20200606,204255,,,eyJkZXZpY2UiOjEwMTExMywidXRjdGltZSI6MTU5MTQ3NjE3NTQxNn0=,20164,15,0,0,0,0,0,0,0,,40.123951571399964,74576014,-83.0907100950869,-1000,,2,2,,1591476175416,e5cecfda314a75550547ce99c0efd0c6
,0,,100625,40.10961149680256,75500032,-83.18898875455763,-1000,20200606,204626,,,eyJkZXZpY2UiOjEwMDYyNSwidXRjdGltZSI6MTU5MTQ3NjM4NjI1OH0=,6860,-2,0,0,0,0,0,0,0,,40.0628852270382,74978978,-83.16655099990018,-1000,,2,2,,1591476386258,29faaa365528ce9e8cac0dbdd74fbb8b
,0,,103777,40.185457041394315,76811347,-83.08088480470634,32602908,20200606,204629,,,eyJkZXZpY2UiOjEwMzc3NywidXRjdGltZSI6MTU5MTQ3NjM4OTc1Mn0=,20161,13,0,0,0,0,0,0,0,,40.14477226709008,76235689,-83.07294487914514,-1000,,2,0,,1591476389752,7209b26a9f8c5f4cb89c30e775328a70
,0,,102701,40.260104816476634,74851684,-83.3751147714009,285822178,20200606,204702,,,eyJkZXZpY2UiOjEwMjcwMSwidXRjdGltZSI6MTU5MTQ3NjQyMjM4Mn0=,214,13,0,0,0,0,0,429,0,,40.25910906123687,74822981,-83.37459200465484,-1000,,2,2,,1591476422382,43a8a0787b5909122a74f4d56b265c08
,0,,102645,40.089200802686214,74854543,-83.1560209358261,12888963,20200606,204727,,,eyJkZXZpY2UiOjEwMjY0NSwidXRjdGltZSI6MTU5MTQ3NjQ0NzU0MH0=,10,5,0,0,0,0,0,0,0,,40.089200802686214,74847540,-83.1560209358261,-1000,,2,3,,1591476447540,62fc465ffaa883ba7ba248e9d7428b32
,0,,101084,40.10039349644428,75266900,-83.08984497815531,21595939,20200606,205120,,,eyJkZXZpY2UiOjEwMTA4NCwidXRjdGltZSI6MTU5MTQ3NjY4MDk4NH0=,1769,5,0,0,0,0,0,0,0,,40.09638207175303,75081582,-83.09259606634213,-1000,,2,3,,1591476680984,f9b3814533c2b01a01671f2f663a2011
,0,,102701,40.263314003212635,75271786,-83.37424495380706,285824190,20200606,205301,,,eyJkZXZpY2UiOjEwMjcwMSwidXRjdGltZSI6MTU5MTQ3Njc4MTE3OX0=,2226,13,0,0,0,0,0,4851,0,,40.26010464980996,75181778,-83.37511477140089,-1000,,2,2,,1591476781179,4ba4166ea22149c1368ed85a853593dc
,0,,101084,40.07595367910608,76271228,-83.12826258498775,21603938,20200606,205914,,,eyJkZXZpY2UiOjEwMTA4NCwidXRjdGltZSI6MTU5MTQ3NzE1NDk1NX0=,9207,5,0,0,4,0,0,4756,0,,40.10039349644428,75555455,-83.08984497815531,-1000,,2,3,,1591477154955,0e6aa9e8b381a34c101116475ca0cd4f
,0,,100625,40.06153360258017,77160595,-83.17091286635097,-1000,20200606,211740,,,eyJkZXZpY2UiOjEwMDYyNSwidXRjdGltZSI6MTU5MTQ3ODI2MDk0M30=,4898,28,0,0,0,0,0,0,0,,40.109609663469236,76661542,-83.1890000878905,-1000,,2,2,,1591478260943,fa062e867247734ec0a909eb94cae422
,0,,100625,40.06083476131732,78614118,-83.18169853237941,-1000,20200606,213823,,,eyJkZXZpY2UiOjEwMDYyNSwidXRjdGltZSI6MTU5MTQ3OTUwMzM0Nn0=,6793,-2,0,0,0,0,0,0,0,,40.06153110258018,77903846,-83.17091036635107,-1000,,2,2,,1591479503346,e5ea0b341ba53937541e32ab6eb6f975
,0,,103777,40.13258459472495,80047993,-83.07656785794227,32619907,20200606,214127,,,eyJkZXZpY2UiOjEwMzc3NywidXRjdGltZSI6MTU5MTQ3OTY4NzgwOH0=,21358,13,0,0,0,0,0,0,0,,40.185457041394315,78088397,-83.08088480470634,-1000,,2,0,,1591479687808,779be2fa36e24c275a07708833136923
,0,,100625,40.061524567775685,78968644,-83.17090813917416,-1000,20200606,215239,,,eyJkZXZpY2UiOjEwMDYyNSwidXRjdGltZSI6MTU5MTQ4MDM1OTkyM30=,1983,28,0,0,0,0,0,0,0,,40.06083342798397,78760522,-83.18169786571274,-1000,,2,2,,1591480359923,754276e8b7f66913ecc292f4c3a495b2
,0,,102752,39.04579768545174,80022659,-82.93435999278329,-1000,20200606,220926,,,eyJkZXZpY2UiOjEwMjc1MiwidXRjdGltZSI6MTU5MTQ4MTM2NjQzMn0=,2363,9,0,0,0,0,0,0,0,,39.04449435335788,79766932,-82.93426584438218,-1000,,2,3,,1591481366432,7ef246aa250e13f85e774575c8d0d66a
,0,,100810,40.27240823045649,82132648,-83.37543561946725,-1000,20200606,221201,,,eyJkZXZpY2UiOjEwMDgxMCwidXRjdGltZSI6MTU5MTQ4MTUyMTIzOX0=,23693,22,0,0,0,0,0,3581,0,,40.28600802566229,80182640,-83.06878091426383,-1000,,2,2,,1591481521239,30255c954e6a85567c0854b33bc20541
,0,,102013,40.22825714246592,80735653,-83.33807728420174,42860879,20200606,221637,,,eyJkZXZpY2UiOjEwMjAxMywidXRjdGltZSI6MTU5MTQ4MTc5NzQxMH0=,5190,13,0,0,0,269,0,7011,0,,40.25418152237648,80413322,-83.37230567671622,-1000,,2,2,,1591481797410,0cfadb86743e89943bda93974c25a949
,0,,100339,40.154162281553724,82246071,-83.08636965647933,176415498,20200606,223014,,,eyJkZXZpY2UiOjEwMDMzOSwidXRjdGltZSI6MTU5MTQ4MjYxNDQ4NH0=,11769,3,0,0,0,0,0,0,0,,200.0,81014484,200.0,-1000,,2,3,,1591482614484,4cc8aea308c9f2a9541a81ed507d43a9
,0,,100426,40.090732926159966,82718243,-83.09017987582479,79055772,20200606,224903,,,eyJkZXZpY2UiOjEwMDQyNiwidXRjdGltZSI6MTU5MTQ4Mzc0MzIwMH0=,4842,5,0,0,-1,0,0,106,0,,41.59715938694647,82228692,-82.71042138910921,-1000,,2,4,,1591483743200,01a09dacde8aee3c76d61697d2edb325
,0,,100968,40.06415888004701,83917363,-83.06813326814182,311413123,20200606,224917,,,eyJkZXZpY2UiOjEwMDk2OCwidXRjdGltZSI6MTU5MTQ4Mzc1NzQyM30=,18360,13,2,0,0,0,0,0,0,,40.056615276671394,82219095,-82.85115686956061,-1000,,2,2,,1591483757423,2d8df3bfbd2ac6395766eb3dcf2725e7
,0,,103540,40.19759287244037,82603504,-82.75816494479469,40844882,20200606,225520,,,eyJkZXZpY2UiOjEwMzU0MCwidXRjdGltZSI6MTU5MTQ4NDEyMDY5OX0=,795,13,0,0,0,0,0,0,0,,40.19794953097495,82520699,-82.75356916729827,-1000,,2,0,,1591484120699,f597faaf6467d4ec5d54a5f0c2164224
,0,,100426,40.11328663384775,83826097,-83.15344879562318,79063774,20200606,230601,,,eyJkZXZpY2UiOjEwMDQyNiwidXRjdGltZSI6MTU5MTQ4NDc2MTkyN30=,6557,5,0,0,-1,0,0,4099,0,,40.090732926159966,83162427,-83.09017987582479,-1000,,2,4,,1591484761927,e53d8c0c190c0d7593136a3b8f5b7339
,0,,102013,40.25507710819747,83541262,-83.37231856311766,42867879,20200606,230646,,,eyJkZXZpY2UiOjEwMjAxMywidXRjdGltZSI6MTU5MTQ4NDgwNjkzMn0=,5101,13,0,0,0,341,0,8494,0,,40.22825714246592,83207530,-83.33807728420174,-1000,,2,2,,1591484806932,2d94b141d282f7f57c62d9391f1d73b3
,0,,100810,40.236992944079624,84657823,-83.36819204540159,-1000,20200606,232444,,,eyJkZXZpY2UiOjEwMDgxMCwidXRjdGltZSI6MTU5MTQ4NTg4NDA4Nn0=,3610,23,0,0,0,0,0,5017,0,,40.254296232485004,84439701,-83.37320884407369,-1000,,2,2,,1591485884086,3351ea59b902e935ee3293d06ad2bbf9
