basicvehicleclass,brakestatus_x,bsmpsid,elevation_x,gpsspeed_x,heading_x,latitude_x,longaccel_x,longitude_x,rvdevice,rvrandomid,yawrate_x,absstatus,brakestatus_y,closestintersectid,elevation_y,fixtypehvgps,gpsorientsemimaj,gpssemimajaxis,gpssemiminaxis,gpsspeed_y,heading_y,headlamp,latitude_y,longaccel_y,longitude_y,speed,stabilitycontrolstatus,steerangle,throttlepospct,traccontrolstatus,transstate,turnsignal,wiper,yawrate_y
0,0,32,297.9,9.5,212.05,40.277842,3.01,-83.4875413,102645,17342,12.2,0.0,1.0,0.0,296.08,2.0,163.0,0.56,0.35,10.02443,219.17,0.0,40.271120135542105,-2.4406757,-83.4949119866228,9.425,0.0,-1.2,2.0,0.0,2.0,0.0,0.0,-0.24415588
0,0,32,297.9,9.5,212.05,40.277842,3.01,-83.4875413,102645,17342,12.2,0.0,1.0,0.0,296.28,2.0,163.0,0.56,0.35,8.640014,219.36,0.0,40.27108800275643,-2.2971191,-83.49494652347622,8.072222,0.0,1.6,2.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.1,20.16,220.275,40.2773126,1.53,-83.4881308,102645,17342,-0.24,0.0,1.0,0.0,296.58,2.0,164.0,0.55,0.35,0.53084725,222.49,0.0,40.27097365824466,-0.048074722,-83.49506869163362,0.46666664,0.0,1.4,3.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.2,20.94,220.0625,40.2772292,1.33,-83.4882224,102645,17342,0.0,0.0,1.0,0.0,296.58,2.0,164.0,0.55,0.35,0.40648612,226.08,0.0,40.27097215824465,-0.048074722,-83.49507052496668,0.32777777,0.0,1.4,3.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.3,21.5,220.1,40.2771573,1.19,-83.4883014,102645,17342,0.0,0.0,1.0,0.0,296.58,2.0,164.0,0.55,0.35,0.24409722,221.21,0.0,40.27097132491132,0.095479965,-83.49507152496653,0.225,0.0,1.4,3.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.3,22.02,220.225,40.2770837,0.95,-83.4883828,102645,17342,-0.24,0.0,1.0,0.0,296.58,2.0,164.0,0.55,0.35,0.19322222,222.99,0.0,40.27097065824464,0.14333344,-83.49507235829974,0.17222223,0.0,2.9,3.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.4,22.46,220.0,40.2770084,0.71,-83.4884659,102645,17342,-0.24,0.0,1.0,0.0,296.48,2.0,164.0,0.55,0.35,0.12693055,0.0,0.0,40.27097015824465,0.23903656,-83.49507285829964,0.11944444,0.0,4.9,3.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.4,22.66,219.925,40.2769778,0.66,-83.4884993,102645,17342,0.0,0.0,1.0,0.0,296.48,2.0,165.0,0.55,0.35,0.16136111,0.0,0.0,40.27096999157798,0.43044472,-83.49507352496629,0.17222223,0.0,4.9,3.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.4,23.24,220.15,40.2768533,0.81,-83.488636,102645,17342,0.48,0.0,1.0,0.0,296.48,2.0,165.0,0.55,0.35,0.27133334,224.79,0.0,40.27096915824465,0.47829628,-83.49507435829949,0.29444444,0.0,5.9,3.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.3,23.66,220.2875,40.2767739,0.57,-83.4887241,102645,17342,0.0,0.0,1.0,0.0,296.48,2.0,164.0,0.55,0.35,0.38695833,220.51,0.0,40.27096799157797,0.43044472,-83.4950756916326,0.41666666,0.0,6.0,3.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.3,23.78,220.25,40.2767418,0.66,-83.4887595,102645,17342,-0.24,0.0,0.0,0.0,296.48,2.0,164.0,0.55,0.35,0.5231389,226.91,0.0,40.270966324911306,0.47829628,-83.49507752496561,0.5361111,0.0,12.1,3.0,0.0,2.0,0.0,0.0,-1.5258789e-05
0,0,32,297.2,24.28,219.975,40.2766273,0.52,-83.4888852,102645,17342,-0.24,0.0,0.0,0.0,296.48,2.0,164.0,0.55,0.35,0.6459583,219.91,0.0,40.27096449157798,0.43044472,-83.49507969163194,0.64166665,0.0,59.2,5.0,0.0,2.0,0.0,0.0,0.24412537
